page_id,register,orig_path,filename,width,height,megapixels,bytes,sha12,readable,dup_group,mccatmus,transkribus,gemini,reconciled,translated
p304,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522112941.jpg,IMG20260522112941.jpg,1150,2045,2.4,783891,d75e51c10e0b,ok,,,,,,
p305,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113031.jpg,IMG20260522113031.jpg,1100,1955,2.2,807815,bbb201d2a119,ok,,,,,,
p306,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113039.jpg,IMG20260522113039.jpg,1135,2017,2.3,782280,81925ac8e549,ok,,,,,,
p307,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113042.jpg,IMG20260522113042.jpg,1070,1903,2.0,825577,5dff22b13e14,ok,,,,,,
p308,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113049.jpg,IMG20260522113049.jpg,1141,2029,2.3,795050,d5f4e8e67307,ok,,,,,,
p309,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113052.jpg,IMG20260522113052.jpg,1053,1872,2.0,838070,d475b23a0a1f,ok,,,,,,
p310,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113100.jpg,IMG20260522113100.jpg,1143,2032,2.3,792013,7297f51f4e41,ok,,,,,,
p311,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113103.jpg,IMG20260522113103.jpg,1045,1858,1.9,853499,3c2c505d5ff2,ok,,,,,,
p312,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113113.jpg,IMG20260522113113.jpg,1137,2021,2.3,797196,be6cb36457d8,ok,,,,,,
p313,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113116.jpg,IMG20260522113116.jpg,1045,1858,1.9,850777,5932b919a571,ok,,,,,,
p314,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113124.jpg,IMG20260522113124.jpg,1137,2021,2.3,799927,b1955cf79594,ok,,,,,,
p315,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113126.jpg,IMG20260522113126.jpg,1144,2033,2.3,783996,dbf2a0a2cce7,ok,,,,,,
p316,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113136.jpg,IMG20260522113136.jpg,1144,2034,2.3,772999,2633f4c77e6f,ok,,,,,,
p317,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113139.jpg,IMG20260522113139.jpg,1130,2009,2.3,795799,825ecea3127e,ok,,,,,,
p318,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113148.jpg,IMG20260522113148.jpg,1181,2100,2.5,914001,f1c1235c3828,ok,,,,,,
p319,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113151.jpg,IMG20260522113151.jpg,1076,1912,2.1,816384,09ef6f5c0283,ok,,,,,,
p320,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113201.jpg,IMG20260522113201.jpg,1189,2113,2.5,903634,c4bb18c836c9,ok,,,,,,
p321,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113204.jpg,IMG20260522113204.jpg,1097,1950,2.1,809855,795469093907,ok,,,,,,
p322,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113211.jpg,IMG20260522113211.jpg,962,1710,1.6,655439,9d97365f34b6,ok,,,,,,
p323,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113214.jpg,IMG20260522113214.jpg,1062,1887,2.0,830572,14f3376b39bd,ok,,,,,,
p324,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113222.jpg,IMG20260522113222.jpg,1211,2153,2.6,896328,ea8deaec8aba,ok,,,,,,
p325,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113224.jpg,IMG20260522113224.jpg,1134,2017,2.3,761999,c4d22bb6ef1d,ok,,,,,,
p326,X 44 (1583),raw/Archivio diocesano/X 44 (1583)/IMG20260522113254.jpg,IMG20260522113254.jpg,1980,1114,2.2,806312,13c35a2f4a7d,ok,,,,,,
p327,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100843.jpg,IMG20260522100843.jpg,963,1712,1.6,837267,35dc5564c8f0,ok,,,,,,
p328,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100920.jpg,IMG20260522100920.jpg,921,1638,1.5,796139,fc5a0d45d3c3,ok,,,,,,
p329,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100930.jpg,IMG20260522100930.jpg,1180,2098,2.5,903635,937dadcf3bab,ok,,,,,,
p330,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100945.jpg,IMG20260522100945.jpg,984,1749,1.7,868142,3099aecc1425,ok,,,,,,
p331,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100955.jpg,IMG20260522100955.jpg,1039,1848,1.9,863567,622b78298d88,ok,,,,,,
p332,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101001.jpg,IMG20260522101001.jpg,1019,1812,1.8,855705,d3e146691c2b,ok,,,,,,
p333,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101020.jpg,IMG20260522101020.jpg,1168,2076,2.4,911411,be5eb0883397,ok,,,,,,
p334,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101027.jpg,IMG20260522101027.jpg,1035,1839,1.9,870057,c8d74be2122a,ok,,,,,,
p335,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101038.jpg,IMG20260522101038.jpg,1121,1992,2.2,813702,21d460a4c471,ok,,,,,,
p336,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101045.jpg,IMG20260522101045.jpg,1009,1794,1.8,880162,65912f4039d4,ok,,,,,,
p337,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101056.jpg,IMG20260522101056.jpg,1088,1934,2.1,844329,0acdef78a51f,ok,,,,,,
p338,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101102.jpg,IMG20260522101102.jpg,993,1766,1.8,892832,666707f78bde,ok,,,,,,
p339,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101113.jpg,IMG20260522101113.jpg,1032,1835,1.9,841858,37c5377d72db,ok,,,,,,
p340,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101120.jpg,IMG20260522101120.jpg,986,1752,1.7,871811,bdcbb9fff05f,ok,,,,,,
p341,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101136.jpg,IMG20260522101136.jpg,1049,1864,2.0,863835,07a3de00c126,ok,,,,,,
p342,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101142.jpg,IMG20260522101142.jpg,1008,1793,1.8,868498,944816323d93,ok,,,,,,
p343,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101244.jpg,IMG20260522101244.jpg,1102,1958,2.2,810414,dcfd82f2fe02,ok,,,,,,
p344,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101250.jpg,IMG20260522101250.jpg,1030,1832,1.9,840194,4e95f51c995e,ok,,,,,,
p345,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101256.jpg,IMG20260522101256.jpg,1004,1784,1.8,828505,f6d7acd2e7b1,ok,,,,,,
p346,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101259.jpg,IMG20260522101259.jpg,1044,1857,1.9,845319,74ca071a3ced,ok,,,,,,
p347,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101304.jpg,IMG20260522101304.jpg,992,1764,1.7,827074,e06ad4672741,ok,,,,,,
p348,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101307.jpg,IMG20260522101307.jpg,1066,1895,2.0,837115,ed7346c1060f,ok,,,,,,
p349,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101314.jpg,IMG20260522101314.jpg,1004,1786,1.8,817779,1312568f7529,ok,,,,,,
p350,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101318.jpg,IMG20260522101318.jpg,996,1770,1.8,848655,0c6a87172dc9,ok,,,,,,
p351,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101323.jpg,IMG20260522101323.jpg,1006,1788,1.8,837358,d1e05792ccd4,ok,,,,,,
p352,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101333.jpg,IMG20260522101333.jpg,1061,1886,2.0,813531,c897e1e51863,ok,,,,,,
p353,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101341.jpg,IMG20260522101341.jpg,1040,1849,1.9,859684,f98795bf7a03,ok,,,,,,
p354,X 5 (1642-74),raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101348.jpg,IMG20260522101348.jpg,1008,1792,1.8,823457,741d3537096e,ok,,,,,,
p355,X 51,raw/Archivio diocesano/X 51/IMG20260522105125.jpg,IMG20260522105125.jpg,1122,1994,2.2,737275,4c5d145f3551,ok,,,,,,
p356,X 51,raw/Archivio diocesano/X 51/IMG20260522105132.jpg,IMG20260522105132.jpg,1131,2011,2.3,711835,000a098dcfab,ok,,,,,,
p357,X 51,raw/Archivio diocesano/X 51/IMG20260522105144.jpg,IMG20260522105144.jpg,994,1768,1.8,836765,e5c92aae14bb,ok,,,,,,
p358,X 51,raw/Archivio diocesano/X 51/IMG20260522105155.jpg,IMG20260522105155.jpg,1008,1791,1.8,831084,e875e602def5,ok,,,,,,
p359,X 51,raw/Archivio diocesano/X 51/IMG20260522105546.jpg,IMG20260522105546.jpg,2133,1200,2.6,880577,971c45624c97,ok,,,,,,
