page_id,photo_id,side,register,cropped,src,kept_pct
p137,p137,single,X 20 (1583),processed/cropped/x-20-1583/p137.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104757.jpg,68.3
p138,p138,single,X 20 (1583),processed/cropped/x-20-1583/p138.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104819.jpg,78.2
p139,p139,single,X 20 (1583),processed/cropped/x-20-1583/p139.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104822.jpg,82.1
p140,p140,single,X 20 (1583),processed/cropped/x-20-1583/p140.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104829.jpg,69.7
p141,p141,single,X 20 (1583),processed/cropped/x-20-1583/p141.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104831.jpg,79.4
p142,p142,single,X 20 (1583),processed/cropped/x-20-1583/p142.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104837.jpg,84.9
p143,p143,single,X 20 (1583),processed/cropped/x-20-1583/p143.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104840.jpg,82.7
p144,p144,single,X 20 (1583),processed/cropped/x-20-1583/p144.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104846.jpg,85.6
p145,p145,single,X 20 (1583),processed/cropped/x-20-1583/p145.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104849.jpg,85.1
p146,p146,single,X 20 (1583),processed/cropped/x-20-1583/p146.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104854.jpg,83.6
p147,p147,single,X 20 (1583),processed/cropped/x-20-1583/p147.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104856.jpg,82.7
p148,p148,single,X 20 (1583),processed/cropped/x-20-1583/p148.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104901.jpg,80.8
p149,p149,single,X 20 (1583),processed/cropped/x-20-1583/p149.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104903.jpg,87.6
p150,p150,single,X 20 (1583),processed/cropped/x-20-1583/p150.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104908.jpg,65.9
p151,p151,single,X 20 (1583),processed/cropped/x-20-1583/p151.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104910.jpg,87.5
p152,p152,single,X 20 (1583),processed/cropped/x-20-1583/p152.jpg,raw/Archivio diocesano/X 20 (1583)/IMG20260522104916.jpg,81.5
p153,p153,single,X 4 (1574),processed/cropped/x-4-1574/p153.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094044.jpg,86.7
p154,p154,single,X 4 (1574),processed/cropped/x-4-1574/p154.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094049.jpg,95.1
p155,p155,single,X 4 (1574),processed/cropped/x-4-1574/p155.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094059.jpg,85.9
p156,p156,single,X 4 (1574),processed/cropped/x-4-1574/p156.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094120.jpg,88.8
p157,p157,single,X 4 (1574),processed/cropped/x-4-1574/p157.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094128.jpg,98.3
p158,p158,single,X 4 (1574),processed/cropped/x-4-1574/p158.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094150.jpg,73.7
p159,p159,single,X 4 (1574),processed/cropped/x-4-1574/p159.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094219.jpg,85.2
p160,p160,single,X 4 (1574),processed/cropped/x-4-1574/p160.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094230.jpg,94.1
p161,p161,single,X 4 (1574),processed/cropped/x-4-1574/p161.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094240.jpg,77.8
p162,p162,single,X 4 (1574),processed/cropped/x-4-1574/p162.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094302.jpg,96.9
p163,p163,single,X 4 (1574),processed/cropped/x-4-1574/p163.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094303.jpg,96.4
p164,p164,single,X 4 (1574),processed/cropped/x-4-1574/p164.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094315.jpg,92.1
p165,p165,single,X 4 (1574),processed/cropped/x-4-1574/p165.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094328.jpg,85.5
p166,p166,single,X 4 (1574),processed/cropped/x-4-1574/p166.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094352.jpg,81.3
p167,p167,single,X 4 (1574),processed/cropped/x-4-1574/p167.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094406.jpg,84.9
p168,p168,single,X 4 (1574),processed/cropped/x-4-1574/p168.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094416.jpg,83.4
p169,p169,single,X 4 (1574),processed/cropped/x-4-1574/p169.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094433.jpg,77.2
p170,p170,single,X 4 (1574),processed/cropped/x-4-1574/p170.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094446.jpg,75.8
p171,p171,single,X 4 (1574),processed/cropped/x-4-1574/p171.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094458.jpg,75.1
p172,p172,single,X 4 (1574),processed/cropped/x-4-1574/p172.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094507.jpg,94.9
p173,p173,single,X 4 (1574),processed/cropped/x-4-1574/p173.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094533.jpg,84.0
p174,p174,single,X 4 (1574),processed/cropped/x-4-1574/p174.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094545.jpg,90.9
p175,p175,single,X 4 (1574),processed/cropped/x-4-1574/p175.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094605.jpg,88.5
p176,p176,single,X 4 (1574),processed/cropped/x-4-1574/p176.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094623.jpg,86.2
p177,p177,single,X 4 (1574),processed/cropped/x-4-1574/p177.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094632.jpg,93.5
p178,p178,single,X 4 (1574),processed/cropped/x-4-1574/p178.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094642.jpg,91.4
p179,p179,single,X 4 (1574),processed/cropped/x-4-1574/p179.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094704.jpg,97.3
p180,p180,single,X 4 (1574),processed/cropped/x-4-1574/p180.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094711.jpg,67.4
p181,p181,single,X 4 (1574),processed/cropped/x-4-1574/p181.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094721.jpg,91.4
p182,p182,single,X 4 (1574),processed/cropped/x-4-1574/p182.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094749.jpg,72.2
p183,p183,single,X 4 (1574),processed/cropped/x-4-1574/p183.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094802.jpg,79.8
p184,p184,single,X 4 (1574),processed/cropped/x-4-1574/p184.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094814.jpg,89.3
p185,p185,single,X 4 (1574),processed/cropped/x-4-1574/p185.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094836.jpg,96.6
p186,p186,single,X 4 (1574),processed/cropped/x-4-1574/p186.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094850.jpg,82.6
p187,p187,single,X 4 (1574),processed/cropped/x-4-1574/p187.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094928.jpg,83.4
p188,p188,single,X 4 (1574),processed/cropped/x-4-1574/p188.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094941.jpg,85.8
p189,p189,single,X 4 (1574),processed/cropped/x-4-1574/p189.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522094947.jpg,76.0
p190,p190,single,X 4 (1574),processed/cropped/x-4-1574/p190.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095000.jpg,78.3
p191,p191,single,X 4 (1574),processed/cropped/x-4-1574/p191.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095010.jpg,67.5
p192,p192,single,X 4 (1574),processed/cropped/x-4-1574/p192.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095024.jpg,78.0
p193,p193,single,X 4 (1574),processed/cropped/x-4-1574/p193.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095036.jpg,73.8
p194,p194,single,X 4 (1574),processed/cropped/x-4-1574/p194.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095048.jpg,75.0
p195,p195,single,X 4 (1574),processed/cropped/x-4-1574/p195.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095057.jpg,83.2
p196,p196,single,X 4 (1574),processed/cropped/x-4-1574/p196.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095123.jpg,79.8
p197,p197,single,X 4 (1574),processed/cropped/x-4-1574/p197.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095133.jpg,79.6
p198,p198,single,X 4 (1574),processed/cropped/x-4-1574/p198.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095149.jpg,79.6
p199,p199,single,X 4 (1574),processed/cropped/x-4-1574/p199.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095203.jpg,82.0
p200,p200,single,X 4 (1574),processed/cropped/x-4-1574/p200.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095238.jpg,65.4
p201,p201,single,X 4 (1574),processed/cropped/x-4-1574/p201.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095249.jpg,82.0
p202,p202,single,X 4 (1574),processed/cropped/x-4-1574/p202.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095258.jpg,83.0
p203,p203,single,X 4 (1574),processed/cropped/x-4-1574/p203.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095334.jpg,73.2
p204,p204,single,X 4 (1574),processed/cropped/x-4-1574/p204.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095343.jpg,75.9
p205,p205,single,X 4 (1574),processed/cropped/x-4-1574/p205.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095408.jpg,55.9
p206,p206,single,X 4 (1574),processed/cropped/x-4-1574/p206.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095421.jpg,83.4
p207,p207,single,X 4 (1574),processed/cropped/x-4-1574/p207.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095434.jpg,94.3
p208,p208,single,X 4 (1574),processed/cropped/x-4-1574/p208.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095449.jpg,92.3
p209,p209,single,X 4 (1574),processed/cropped/x-4-1574/p209.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095459.jpg,43.9
p210,p210,single,X 4 (1574),processed/cropped/x-4-1574/p210.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095507.jpg,87.2
p211,p211,single,X 4 (1574),processed/cropped/x-4-1574/p211.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095519.jpg,50.1
p212,p212,single,X 4 (1574),processed/cropped/x-4-1574/p212.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095528.jpg,82.1
p213,p213,single,X 4 (1574),processed/cropped/x-4-1574/p213.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095540.jpg,50.6
p214,p214,single,X 4 (1574),processed/cropped/x-4-1574/p214.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095548.jpg,45.7
p215,p215,single,X 4 (1574),processed/cropped/x-4-1574/p215.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095621.jpg,100.0
p216,p216,single,X 4 (1574),processed/cropped/x-4-1574/p216.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095630.jpg,61.5
p217,p217,single,X 4 (1574),processed/cropped/x-4-1574/p217.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095640.jpg,83.8
p218,p218,single,X 4 (1574),processed/cropped/x-4-1574/p218.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095648.jpg,63.5
p219,p219,single,X 4 (1574),processed/cropped/x-4-1574/p219.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095659.jpg,96.6
p220,p220,single,X 4 (1574),processed/cropped/x-4-1574/p220.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095708.jpg,87.3
p221,p221,single,X 4 (1574),processed/cropped/x-4-1574/p221.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095724.jpg,84.3
p222,p222,single,X 4 (1574),processed/cropped/x-4-1574/p222.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095734.jpg,81.6
p223,p223,single,X 4 (1574),processed/cropped/x-4-1574/p223.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095742.jpg,80.1
p224,p224,single,X 4 (1574),processed/cropped/x-4-1574/p224.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095754.jpg,78.0
p225,p225,single,X 4 (1574),processed/cropped/x-4-1574/p225.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095805.jpg,82.3
p226,p226,single,X 4 (1574),processed/cropped/x-4-1574/p226.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095813.jpg,80.2
p227,p227,single,X 4 (1574),processed/cropped/x-4-1574/p227.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095823.jpg,84.2
p228,p228,single,X 4 (1574),processed/cropped/x-4-1574/p228.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095831.jpg,73.3
p229,p229,single,X 4 (1574),processed/cropped/x-4-1574/p229.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522095842.jpg,53.1
p230,p230,single,X 4 (1574),processed/cropped/x-4-1574/p230.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100120.jpg,77.1
p231,p231,single,X 4 (1574),processed/cropped/x-4-1574/p231.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100135.jpg,87.0
p232,p232,single,X 4 (1574),processed/cropped/x-4-1574/p232.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100144.jpg,80.6
p233,p233,single,X 4 (1574),processed/cropped/x-4-1574/p233.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100154.jpg,87.5
p234,p234,single,X 4 (1574),processed/cropped/x-4-1574/p234.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100204.jpg,80.6
p235,p235,single,X 4 (1574),processed/cropped/x-4-1574/p235.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100216.jpg,82.1
p236,p236,single,X 4 (1574),processed/cropped/x-4-1574/p236.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100231.jpg,86.8
p237,p237,single,X 4 (1574),processed/cropped/x-4-1574/p237.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100248.jpg,85.9
p238,p238,single,X 4 (1574),processed/cropped/x-4-1574/p238.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100257.jpg,81.8
p239,p239,single,X 4 (1574),processed/cropped/x-4-1574/p239.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100321.jpg,81.2
p240,p240,single,X 4 (1574),processed/cropped/x-4-1574/p240.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100330.jpg,66.4
p241,p241,single,X 4 (1574),processed/cropped/x-4-1574/p241.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100341.jpg,74.9
p242,p242,single,X 4 (1574),processed/cropped/x-4-1574/p242.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100341_01.jpg,76.6
p243,p243,single,X 4 (1574),processed/cropped/x-4-1574/p243.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100350.jpg,69.0
p244,p244,single,X 4 (1574),processed/cropped/x-4-1574/p244.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100402.jpg,67.6
p245,p245,single,X 4 (1574),processed/cropped/x-4-1574/p245.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100417.jpg,85.5
p246,p246,single,X 4 (1574),processed/cropped/x-4-1574/p246.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100430.jpg,74.7
p247,p247,single,X 4 (1574),processed/cropped/x-4-1574/p247.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100444.jpg,88.9
p248,p248,single,X 4 (1574),processed/cropped/x-4-1574/p248.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100453.jpg,83.6
p249,p249,single,X 4 (1574),processed/cropped/x-4-1574/p249.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100522.jpg,76.8
p250,p250,single,X 4 (1574),processed/cropped/x-4-1574/p250.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100531.jpg,85.6
p251,p251,single,X 4 (1574),processed/cropped/x-4-1574/p251.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100542.jpg,80.4
p252,p252,single,X 4 (1574),processed/cropped/x-4-1574/p252.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100558.jpg,82.4
p253,p253,single,X 4 (1574),processed/cropped/x-4-1574/p253.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100606.jpg,89.0
p254,p254,single,X 4 (1574),processed/cropped/x-4-1574/p254.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100617.jpg,84.1
p255,p255,single,X 4 (1574),processed/cropped/x-4-1574/p255.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100627.jpg,66.2
p256,p256,single,X 4 (1574),processed/cropped/x-4-1574/p256.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100638.jpg,91.3
p257,p257,single,X 4 (1574),processed/cropped/x-4-1574/p257.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100652.jpg,82.5
p258,p258,single,X 4 (1574),processed/cropped/x-4-1574/p258.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100705.jpg,95.1
p259,p259,single,X 4 (1574),processed/cropped/x-4-1574/p259.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100712.jpg,83.9
p260,p260,single,X 4 (1574),processed/cropped/x-4-1574/p260.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100729.jpg,89.9
p261,p261,single,X 4 (1574),processed/cropped/x-4-1574/p261.jpg,raw/Archivio diocesano/X 4 (1574)/IMG20260522100737.jpg,81.6
p262,p262,single,X 44 (1583),processed/cropped/x-44-1583/p262.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112400.jpg,84.8
p263,p263,single,X 44 (1583),processed/cropped/x-44-1583/p263.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112514.jpg,86.1
p264,p264,single,X 44 (1583),processed/cropped/x-44-1583/p264.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112527.jpg,82.2
p265,p265,single,X 44 (1583),processed/cropped/x-44-1583/p265.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112534.jpg,87.0
p266,p266,single,X 44 (1583),processed/cropped/x-44-1583/p266.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112543.jpg,72.8
p267,p267,single,X 44 (1583),processed/cropped/x-44-1583/p267.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112548.jpg,86.2
p268,p268,single,X 44 (1583),processed/cropped/x-44-1583/p268.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112558.jpg,76.5
p269,p269,single,X 44 (1583),processed/cropped/x-44-1583/p269.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112602.jpg,88.2
p270,p270,single,X 44 (1583),processed/cropped/x-44-1583/p270.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112612.jpg,84.4
p271,p271,single,X 44 (1583),processed/cropped/x-44-1583/p271.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112616.jpg,87.3
p272,p272,single,X 44 (1583),processed/cropped/x-44-1583/p272.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112625.jpg,90.9
p273,p273,single,X 44 (1583),processed/cropped/x-44-1583/p273.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112628.jpg,81.7
p274,p274,single,X 44 (1583),processed/cropped/x-44-1583/p274.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112638.jpg,90.6
p275,p275,single,X 44 (1583),processed/cropped/x-44-1583/p275.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112642.jpg,76.0
p276,p276,single,X 44 (1583),processed/cropped/x-44-1583/p276.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112650.jpg,86.9
p277,p277,single,X 44 (1583),processed/cropped/x-44-1583/p277.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112654.jpg,88.3
p278,p278,single,X 44 (1583),processed/cropped/x-44-1583/p278.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112703.jpg,99.6
p279,p279,single,X 44 (1583),processed/cropped/x-44-1583/p279.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112706.jpg,89.2
p280,p280,single,X 44 (1583),processed/cropped/x-44-1583/p280.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112719.jpg,79.2
p281,p281,single,X 44 (1583),processed/cropped/x-44-1583/p281.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112722.jpg,96.9
p282,p282,single,X 44 (1583),processed/cropped/x-44-1583/p282.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112731.jpg,89.0
p283,p283,single,X 44 (1583),processed/cropped/x-44-1583/p283.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112734.jpg,100.0
p284,p284,single,X 44 (1583),processed/cropped/x-44-1583/p284.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112744.jpg,97.5
p285,p285,single,X 44 (1583),processed/cropped/x-44-1583/p285.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112747.jpg,96.1
p286,p286,single,X 44 (1583),processed/cropped/x-44-1583/p286.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112755.jpg,87.9
p287,p287,single,X 44 (1583),processed/cropped/x-44-1583/p287.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112759.jpg,74.8
p288,p288,single,X 44 (1583),processed/cropped/x-44-1583/p288.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112807.jpg,70.2
p289,p289,single,X 44 (1583),processed/cropped/x-44-1583/p289.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112810.jpg,100.0
p290,p290,single,X 44 (1583),processed/cropped/x-44-1583/p290.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112819.jpg,66.5
p291,p291,single,X 44 (1583),processed/cropped/x-44-1583/p291.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112822.jpg,100.0
p292,p292,single,X 44 (1583),processed/cropped/x-44-1583/p292.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112831.jpg,97.7
p293,p293,single,X 44 (1583),processed/cropped/x-44-1583/p293.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112834.jpg,96.3
p294,p294,single,X 44 (1583),processed/cropped/x-44-1583/p294.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112844.jpg,76.1
p295,p295,single,X 44 (1583),processed/cropped/x-44-1583/p295.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112853.jpg,77.0
p296,p296,single,X 44 (1583),processed/cropped/x-44-1583/p296.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112856.jpg,97.1
p297,p297,single,X 44 (1583),processed/cropped/x-44-1583/p297.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112904.jpg,88.0
p298,p298,single,X 44 (1583),processed/cropped/x-44-1583/p298.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112907.jpg,97.5
p299,p299,single,X 44 (1583),processed/cropped/x-44-1583/p299.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112915.jpg,91.2
p300,p300,single,X 44 (1583),processed/cropped/x-44-1583/p300.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112918.jpg,96.7
p301,p301,single,X 44 (1583),processed/cropped/x-44-1583/p301.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112926.jpg,87.0
p302,p302,single,X 44 (1583),processed/cropped/x-44-1583/p302.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112929.jpg,92.9
p303,p303,single,X 44 (1583),processed/cropped/x-44-1583/p303.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112937.jpg,84.5
p304,p304,single,X 44 (1583),processed/cropped/x-44-1583/p304.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522112941.jpg,95.2
p305,p305,single,X 44 (1583),processed/cropped/x-44-1583/p305.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113031.jpg,89.2
p306,p306,single,X 44 (1583),processed/cropped/x-44-1583/p306.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113039.jpg,72.9
p307,p307,single,X 44 (1583),processed/cropped/x-44-1583/p307.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113042.jpg,91.5
p308,p308,single,X 44 (1583),processed/cropped/x-44-1583/p308.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113049.jpg,79.7
p309,p309,single,X 44 (1583),processed/cropped/x-44-1583/p309.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113052.jpg,76.0
p310,p310,single,X 44 (1583),processed/cropped/x-44-1583/p310.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113100.jpg,78.5
p311,p311,single,X 44 (1583),processed/cropped/x-44-1583/p311.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113103.jpg,90.3
p312,p312,single,X 44 (1583),processed/cropped/x-44-1583/p312.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113113.jpg,79.9
p313,p313,single,X 44 (1583),processed/cropped/x-44-1583/p313.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113116.jpg,91.4
p314,p314,single,X 44 (1583),processed/cropped/x-44-1583/p314.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113124.jpg,87.2
p315,p315,single,X 44 (1583),processed/cropped/x-44-1583/p315.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113126.jpg,99.9
p316,p316,single,X 44 (1583),processed/cropped/x-44-1583/p316.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113136.jpg,76.6
p317,p317,single,X 44 (1583),processed/cropped/x-44-1583/p317.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113139.jpg,85.8
p318,p318,single,X 44 (1583),processed/cropped/x-44-1583/p318.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113148.jpg,91.8
p319,p319,single,X 44 (1583),processed/cropped/x-44-1583/p319.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113151.jpg,100.0
p320,p320,single,X 44 (1583),processed/cropped/x-44-1583/p320.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113201.jpg,89.9
p321,p321,single,X 44 (1583),processed/cropped/x-44-1583/p321.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113204.jpg,91.2
p322,p322,single,X 44 (1583),processed/cropped/x-44-1583/p322.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113211.jpg,80.1
